resultId,raceId,driverId,constructorId,grid,position,positionText,positionOrder,points,fastestLap,rank,fastestLapTime,fastestLapSpeed,statusId,constructorRef,constructor_name,constructor_nationality,driverRef,code,forename,surname,dob,driver_nationality,driver_name
5681,276,22,17,13,\N,R,21,0.0,\N,\N,\N,\N,20,jordan,Jordan,Irish,barrichello,BAR,Rubens,Barrichello,1972-05-23,Brazilian,Rubens Barrichello
5687,277,117,3,1,1,1,1,10.0,\N,\N,\N,\N,1,williams,Williams,British,prost,\N,Alain,Prost,1955-02-24,French,Alain Prost
5688,277,102,1,3,2,2,2,6.0,\N,\N,\N,\N,1,mclaren,McLaren,British,senna,\N,Ayrton,Senna,1960-03-21,Brazilian,Ayrton Senna
5689,277,30,22,4,3,3,3,4.0,\N,\N,\N,\N,1,benetton,Benetton,Italian,michael_schumacher,MSC,Michael,Schumacher,1969-01-03,German,Michael Schumacher
5698,277,22,17,17,12,12,12,0.0,\N,\N,\N,\N,13,jordan,Jordan,Irish,barrichello,BAR,Rubens,Barrichello,1972-05-23,Brazilian,Rubens Barrichello
5713,278,102,1,3,1,1,1,10.0,\N,\N,\N,\N,1,mclaren,McLaren,British,senna,\N,Ayrton,Senna,1960-03-21,Brazilian,Ayrton Senna
5716,278,117,3,1,4,4,4,3.0,\N,\N,\N,\N,11,williams,Williams,British,prost,\N,Alain,Prost,1955-02-24,French,Alain Prost
5721,278,22,17,16,9,9,9,0.0,\N,\N,\N,\N,12,jordan,Jordan,Irish,barrichello,BAR,Rubens,Barrichello,1972-05-23,Brazilian,Rubens Barrichello
5732,278,30,22,2,\N,R,20,0.0,\N,\N,\N,\N,9,benetton,Benetton,Italian,michael_schumacher,MSC,Michael,Schumacher,1969-01-03,German,Michael Schumacher
5739,279,117,3,1,1,1,1,10.0,\N,\N,\N,\N,1,williams,Williams,British,prost,\N,Alain,Prost,1955-02-24,French,Alain Prost
5740,279,30,22,3,2,2,2,6.0,\N,\N,\N,\N,1,benetton,Benetton,Italian,michael_schumacher,MSC,Michael,Schumacher,1969-01-03,German,Michael Schumacher
5756,279,102,1,8,18,18,18,0.0,\N,\N,\N,\N,10,mclaren,McLaren,British,senna,\N,Ayrton,Senna,1960-03-21,Brazilian,Ayrton Senna
5762,279,22,17,14,\N,R,24,0.0,\N,\N,\N,\N,10,jordan,Jordan,Irish,barrichello,BAR,Rubens,Barrichello,1972-05-23,Brazilian,Rubens Barrichello
5765,280,117,3,2,1,1,1,10.0,\N,\N,\N,\N,1,williams,Williams,British,prost,\N,Alain,Prost,1955-02-24,French,Alain Prost
5767,280,30,22,7,3,3,3,4.0,\N,\N,\N,\N,1,benetton,Benetton,Italian,michael_schumacher,MSC,Michael,Schumacher,1969-01-03,German,Michael Schumacher
5768,280,102,1,5,4,4,4,3.0,\N,\N,\N,\N,1,mclaren,McLaren,British,senna,\N,Ayrton,Senna,1960-03-21,Brazilian,Ayrton Senna
5771,280,22,17,8,7,7,7,0.0,\N,\N,\N,\N,11,jordan,Jordan,Irish,barrichello,BAR,Rubens,Barrichello,1972-05-23,Brazilian,Rubens Barrichello
5791,281,117,3,1,1,1,1,10.0,\N,\N,\N,\N,1,williams,Williams,British,prost,\N,Alain,Prost,1955-02-24,French,Alain Prost
5792,281,30,22,3,2,2,2,6.0,\N,\N,\N,\N,1,benetton,Benetton,Italian,michael_schumacher,MSC,Michael,Schumacher,1969-01-03,German,Michael Schumacher
5795,281,102,1,4,5,5,5,2.0,\N,\N,\N,\N,60,mclaren,McLaren,British,senna,\N,Ayrton,Senna,1960-03-21,Brazilian,Ayrton Senna
5800,281,22,17,15,10,10,10,0.0,\N,\N,\N,\N,11,jordan,Jordan,Irish,barrichello,BAR,Rubens,Barrichello,1972-05-23,Brazilian,Rubens Barrichello
5817,282,117,3,1,1,1,1,10.0,\N,\N,\N,\N,1,williams,Williams,British,prost,\N,Alain,Prost,1955-02-24,French,Alain Prost
5818,282,30,22,3,2,2,2,6.0,\N,\N,\N,\N,1,benetton,Benetton,Italian,michael_schumacher,MSC,Michael,Schumacher,1969-01-03,German,Michael Schumacher
5820,282,102,1,4,4,4,4,3.0,\N,\N,\N,\N,1,mclaren,McLaren,British,senna,\N,Ayrton,Senna,1960-03-21,Brazilian,Ayrton Senna
5834,282,22,17,17,\N,R,18,0.0,\N,\N,\N,\N,67,jordan,Jordan,Irish,barrichello,BAR,Rubens,Barrichello,1972-05-23,Brazilian,Rubens Barrichello
5854,283,117,3,1,12,12,12,0.0,\N,\N,\N,\N,17,williams,Williams,British,prost,\N,Alain,Prost,1955-02-24,French,Alain Prost
5862,283,30,22,3,\N,R,20,0.0,\N,\N,\N,\N,48,benetton,Benetton,Italian,michael_schumacher,MSC,Michael,Schumacher,1969-01-03,German,Michael Schumacher
5866,283,102,1,4,\N,R,24,0.0,\N,\N,\N,\N,37,mclaren,McLaren,British,senna,\N,Ayrton,Senna,1960-03-21,Brazilian,Ayrton Senna
5868,283,22,17,16,\N,R,26,0.0,\N,\N,\N,\N,3,jordan,Jordan,Irish,barrichello,BAR,Rubens,Barrichello,1972-05-23,Brazilian,Rubens Barrichello
5870,284,30,22,3,2,2,2,6.0,\N,\N,\N,\N,1,benetton,Benetton,Italian,michael_schumacher,MSC,Michael,Schumacher,1969-01-03,German,Michael Schumacher
5871,284,117,3,1,3,3,3,4.0,\N,\N,\N,\N,1,williams,Williams,British,prost,\N,Alain,Prost,1955-02-24,French,Alain Prost
5872,284,102,1,5,4,4,4,3.0,\N,\N,\N,\N,1,mclaren,McLaren,British,senna,\N,Ayrton,Senna,1960-03-21,Brazilian,Ayrton Senna
5891,284,22,17,12,\N,R,23,0.0,\N,\N,\N,\N,67,jordan,Jordan,Irish,barrichello,BAR,Rubens,Barrichello,1972-05-23,Brazilian,Rubens Barrichello
5906,285,117,3,1,12,12,12,0.0,\N,\N,\N,\N,5,williams,Williams,British,prost,\N,Alain,Prost,1955-02-24,French,Alain Prost
5910,285,30,22,5,\N,R,16,0.0,\N,\N,\N,\N,5,benetton,Benetton,Italian,michael_schumacher,MSC,Michael,Schumacher,1969-01-03,German,Michael Schumacher
5915,285,102,1,4,\N,R,21,0.0,\N,\N,\N,\N,4,mclaren,McLaren,British,senna,\N,Ayrton,Senna,1960-03-21,Brazilian,Ayrton Senna
5919,285,22,17,19,\N,R,25,0.0,\N,\N,\N,\N,4,jordan,Jordan,Irish,barrichello,BAR,Rubens,Barrichello,1972-05-23,Brazilian,Rubens Barrichello
5921,286,30,22,6,1,1,1,10.0,\N,\N,\N,\N,1,benetton,Benetton,Italian,michael_schumacher,MSC,Michael,Schumacher,1969-01-03,German,Michael Schumacher
5922,286,117,3,2,2,2,2,6.0,\N,\N,\N,\N,1,williams,Williams,British,prost,\N,Alain,Prost,1955-02-24,French,Alain Prost
5933,286,22,17,15,13,13,13,0.0,\N,\N,\N,\N,13,jordan,Jordan,Irish,barrichello,BAR,Rubens,Barrichello,1972-05-23,Brazilian,Rubens Barrichello
5944,286,102,1,4,\N,R,24,0.0,\N,\N,\N,\N,5,mclaren,McLaren,British,senna,\N,Ayrton,Senna,1960-03-21,Brazilian,Ayrton Senna
5947,287,102,1,2,1,1,1,10.0,\N,\N,\N,\N,1,mclaren,McLaren,British,senna,\N,Ayrton,Senna,1960-03-21,Brazilian,Ayrton Senna
5948,287,117,3,1,2,2,2,6.0,\N,\N,\N,\N,1,williams,Williams,British,prost,\N,Alain,Prost,1955-02-24,French,Alain Prost
5951,287,22,17,12,5,5,5,2.0,\N,\N,\N,\N,1,jordan,Jordan,Irish,barrichello,BAR,Rubens,Barrichello,1972-05-23,Brazilian,Rubens Barrichello
5968,287,30,22,4,\N,R,22,0.0,\N,\N,\N,\N,4,benetton,Benetton,Italian,michael_schumacher,MSC,Michael,Schumacher,1969-01-03,German,Michael Schumacher
5971,288,102,1,1,1,1,1,10.0,\N,\N,\N,\N,1,mclaren,McLaren,British,senna,\N,Ayrton,Senna,1960-03-21,Brazilian,Ayrton Senna
5972,288,117,3,2,2,2,2,6.0,\N,\N,\N,\N,1,williams,Williams,British,prost,\N,Alain,Prost,1955-02-24,French,Alain Prost
5981,288,22,17,13,11,11,11,0.0,\N,\N,\N,\N,13,jordan,Jordan,Irish,barrichello,BAR,Rubens,Barrichello,1972-05-23,Brazilian,Rubens Barrichello
5989,288,30,22,4,\N,R,19,0.0,\N,\N,\N,\N,5,benetton,Benetton,Italian,michael_schumacher,MSC,Michael,Schumacher,1969-01-03,German,Michael Schumacher
5995,289,95,3,1,1,1,1,10.0,\N,\N,\N,\N,1,williams,Williams,British,mansell,\N,Nigel,Mansell,1953-08-08,British,Nigel Mansell
5997,289,102,1,2,3,3,3,4.0,\N,\N,\N,\N,1,mclaren,McLaren,British,senna,\N,Ayrton,Senna,1960-03-21,Brazilian,Ayrton Senna
5998,289,30,22,6,4,4,4,3.0,\N,\N,\N,\N,1,benetton,Benetton,Italian,michael_schumacher,MSC,Michael,Schumacher,1969-01-03,German,Michael Schumacher
6025,290,95,3,1,1,1,1,10.0,\N,\N,\N,\N,1,williams,Williams,British,mansell,\N,Nigel,Mansell,1953-08-08,British,Nigel Mansell
6027,290,30,22,3,3,3,3,4.0,\N,\N,\N,\N,1,benetton,Benetton,Italian,michael_schumacher,MSC,Michael,Schumacher,1969-01-03,German,Michael Schumacher
6046,290,102,1,6,\N,R,22,0.0,\N,\N,\N,\N,7,mclaren,McLaren,British,senna,\N,Ayrton,Senna,1960-03-21,Brazilian,Ayrton Senna
6055,291,95,3,1,1,1,1,10.0,\N,\N,\N,\N,1,williams,Williams,British,mansell,\N,Nigel,Mansell,1953-08-08,British,Nigel Mansell
6057,291,30,22,5,3,3,3,4.0,\N,\N,\N,\N,11,benetton,Benetton,Italian,michael_schumacher,MSC,Michael,Schumacher,1969-01-03,German,Michael Schumacher
6077,291,102,1,3,\N,R,23,0.0,\N,\N,\N,\N,5,mclaren,McLaren,British,senna,\N,Ayrton,Senna,1960-03-21,Brazilian,Ayrton Senna
6085,292,95,3,1,1,1,1,10.0,\N,\N,\N,\N,1,williams,Williams,British,mansell,\N,Nigel,Mansell,1953-08-08,British,Nigel Mansell
6086,292,30,22,2,2,2,2,6.0,\N,\N,\N,\N,1,benetton,Benetton,Italian,michael_schumacher,MSC,Michael,Schumacher,1969-01-03,German,Michael Schumacher
6093,292,102,1,3,9,9,9,0.0,\N,\N,\N,\N,20,mclaren,McLaren,British,senna,\N,Ayrton,Senna,1960-03-21,Brazilian,Ayrton Senna
6117,293,95,3,1,1,1,1,10.0,\N,\N,\N,\N,1,williams,Williams,British,mansell,\N,Nigel,Mansell,1953-08-08,British,Nigel Mansell
6119,293,102,1,3,3,3,3,4.0,\N,\N,\N,\N,1,mclaren,McLaren,British,senna,\N,Ayrton,Senna,1960-03-21,Brazilian,Ayrton Senna
6139,293,30,22,5,\N,R,23,0.0,\N,\N,\N,\N,20,benetton,Benetton,Italian,michael_schumacher,MSC,Michael,Schumacher,1969-01-03,German,Michael Schumacher
6149,294,102,1,3,1,1,1,10.0,\N,\N,\N,\N,1,mclaren,McLaren,British,senna,\N,Ayrton,Senna,1960-03-21,Brazilian,Ayrton Senna
6150,294,95,3,1,2,2,2,6.0,\N,\N,\N,\N,1,williams,Williams,British,mansell,\N,Nigel,Mansell,1953-08-08,British,Nigel Mansell
6152,294,30,22,6,4,4,4,3.0,\N,\N,\N,\N,1,benetton,Benetton,Italian,michael_schumacher,MSC,Michael,Schumacher,1969-01-03,German,Michael Schumacher
6182,295,30,22,5,2,2,2,6.0,\N,\N,\N,\N,1,benetton,Benetton,Italian,michael_schumacher,MSC,Michael,Schumacher,1969-01-03,German,Michael Schumacher
6198,295,102,1,1,\N,R,18,0.0,\N,\N,\N,\N,10,mclaren,McLaren,British,senna,\N,Ayrton,Senna,1960-03-21,Brazilian,Ayrton Senna
6203,295,95,3,3,\N,R,23,0.0,\N,\N,\N,\N,20,williams,Williams,British,mansell,\N,Nigel,Mansell,1953-08-08,British,Nigel Mansell
6212,296,95,3,1,1,1,1,10.0,\N,\N,\N,\N,1,williams,Williams,British,mansell,\N,Nigel,Mansell,1953-08-08,British,Nigel Mansell
6231,296,30,22,5,\N,R,20,0.0,\N,\N,\N,\N,3,benetton,Benetton,Italian,michael_schumacher,MSC,Michael,Schumacher,1969-01-03,German,Michael Schumacher
6234,296,102,1,3,\N,R,23,0.0,\N,\N,\N,\N,3,mclaren,McLaren,British,senna,\N,Ayrton,Senna,1960-03-21,Brazilian,Ayrton Senna
6242,297,95,3,1,1,1,1,10.0,\N,\N,\N,\N,1,williams,Williams,British,mansell,\N,Nigel,Mansell,1953-08-08,British,Nigel Mansell
6245,297,30,22,4,4,4,4,3.0,\N,\N,\N,\N,1,benetton,Benetton,Italian,michael_schumacher,MSC,Michael,Schumacher,1969-01-03,German,Michael Schumacher
6259,297,102,1,3,\N,R,18,0.0,\N,\N,\N,\N,7,mclaren,McLaren,British,senna,\N,Ayrton,Senna,1960-03-21,Brazilian,Ayrton Senna
6274,298,95,3,1,1,1,1,10.0,\N,\N,\N,\N,1,williams,Williams,British,mansell,\N,Nigel,Mansell,1953-08-08,British,Nigel Mansell
6275,298,102,1,3,2,2,2,6.0,\N,\N,\N,\N,1,mclaren,McLaren,British,senna,\N,Ayrton,Senna,1960-03-21,Brazilian,Ayrton Senna
6276,298,30,22,6,3,3,3,4.0,\N,\N,\N,\N,1,benetton,Benetton,Italian,michael_schumacher,MSC,Michael,Schumacher,1969-01-03,German,Michael Schumacher
6306,299,102,1,3,1,1,1,10.0,\N,\N,\N,\N,1,mclaren,McLaren,British,senna,\N,Ayrton,Senna,1960-03-21,Brazilian,Ayrton Senna
6307,299,95,3,2,2,2,2,6.0,\N,\N,\N,\N,1,williams,Williams,British,mansell,\N,Nigel,Mansell,1953-08-08,British,Nigel Mansell
6317,299,30,22,4,\N,R,12,0.0,\N,\N,\N,\N,41,benetton,Benetton,Italian,michael_schumacher,MSC,Michael,Schumacher,1969-01-03,German,Michael Schumacher
6337,300,30,22,3,1,1,1,10.0,\N,\N,\N,\N,1,benetton,Benetton,Italian,michael_schumacher,MSC,Michael,Schumacher,1969-01-03,German,Michael Schumacher
6338,300,95,3,1,2,2,2,6.0,\N,\N,\N,\N,1,williams,Williams,British,mansell,\N,Nigel,Mansell,1953-08-08,British,Nigel Mansell
6341,300,102,1,2,5,5,5,2.0,\N,\N,\N,\N,1,mclaren,McLaren,British,senna,\N,Ayrton,Senna,1960-03-21,Brazilian,Ayrton Senna
6367,301,102,1,2,1,1,1,10.0,\N,\N,\N,\N,1,mclaren,McLaren,British,senna,\N,Ayrton,Senna,1960-03-21,Brazilian,Ayrton Senna
6369,301,30,22,6,3,3,3,4.0,\N,\N,\N,\N,1,benetton,Benetton,Italian,michael_schumacher,MSC,Michael,Schumacher,1969-01-03,German,Michael Schumacher
6379,301,95,3,1,\N,R,13,0.0,\N,\N,\N,\N,10,williams,Williams,British,mansell,\N,Nigel,Mansell,1953-08-08,British,Nigel Mansell
6395,302,95,3,1,1,1,1,10.0,\N,\N,\N,\N,1,williams,Williams,British,mansell,\N,Nigel,Mansell,1953-08-08,British,Nigel Mansell
6397,302,102,1,3,3,3,3,4.0,\N,\N,\N,\N,11,mclaren,McLaren,British,senna,\N,Ayrton,Senna,1960-03-21,Brazilian,Ayrton Senna
6401,302,30,22,5,7,7,7,0.0,\N,\N,\N,\N,12,benetton,Benetton,Italian,michael_schumacher,MSC,Michael,Schumacher,1969-01-03,German,Michael Schumacher
6436,303,95,3,1,\N,R,16,0.0,\N,\N,\N,\N,5,williams,Williams,British,mansell,\N,Nigel,Mansell,1953-08-08,British,Nigel Mansell
6443,303,30,22,5,\N,R,23,0.0,\N,\N,\N,\N,6,benetton,Benetton,Italian,michael_schumacher,MSC,Michael,Schumacher,1969-01-03,German,Michael Schumacher
6446,303,102,1,3,\N,R,26,0.0,\N,\N,\N,\N,5,mclaren,McLaren,British,senna,\N,Ayrton,Senna,1960-03-21,Brazilian,Ayrton Senna
6448,304,30,22,5,2,2,2,6.0,\N,\N,\N,\N,1,benetton,Benetton,Italian,michael_schumacher,MSC,Michael,Schumacher,1969-01-03,German,Michael Schumacher
6466,304,95,3,1,\N,R,20,0.0,\N,\N,\N,\N,4,williams,Williams,British,mansell,\N,Nigel,Mansell,1953-08-08,British,Nigel Mansell
6467,304,102,1,2,\N,R,21,0.0,\N,\N,\N,\N,4,mclaren,McLaren,British,senna,\N,Ayrton,Senna,1960-03-21,Brazilian,Ayrton Senna
6473,305,102,1,1,1,1,1,10.0,\N,\N,\N,\N,1,mclaren,McLaren,British,senna,\N,Ayrton,Senna,1960-03-21,Brazilian,Ayrton Senna
6474,305,117,6,2,2,2,2,6.0,\N,\N,\N,\N,1,ferrari,Ferrari,Italian,prost,\N,Alain,Prost,1955-02-24,French,Alain Prost
6475,305,137,22,5,3,3,3,4.0,\N,\N,\N,\N,1,benetton,Benetton,Italian,piquet,\N,Nelson,Piquet,1952-08-17,Brazilian,Nelson Piquet
6492,305,95,3,4,\N,R,20,0.0,\N,\N,\N,\N,6,williams,Williams,British,mansell,\N,Nigel,Mansell,1953-08-08,British,Nigel Mansell
6507,306,102,1,1,1,1,1,10.0,\N,\N,\N,\N,1,mclaren,McLaren,British,senna,\N,Ayrton,Senna,1960-03-21,Brazilian,Ayrton Senna
6510,306,117,6,6,4,4,4,3.0,\N,\N,\N,\N,1,ferrari,Ferrari,Italian,prost,\N,Alain,Prost,1955-02-24,French,Alain Prost
6511,306,137,22,7,5,5,5,2.0,\N,\N,\N,\N,1,benetton,Benetton,Italian,piquet,\N,Nelson,Piquet,1952-08-17,Brazilian,Nelson Piquet
6520,306,95,3,3,\N,R,14,0.0,\N,\N,\N,\N,6,williams,Williams,British,mansell,\N,Nigel,Mansell,1953-08-08,British,Nigel Mansell
6541,307,102,1,1,1,1,1,10.0,\N,\N,\N,\N,1,mclaren,McLaren,British,senna,\N,Ayrton,Senna,1960-03-21,Brazilian,Ayrton Senna
6564,307,137,22,14,\N,R,24,0.0,\N,\N,\N,\N,20,benetton,Benetton,Italian,piquet,\N,Nelson,Piquet,1952-08-17,Brazilian,Nelson Piquet
6565,307,95,3,4,\N,R,25,0.0,\N,\N,\N,\N,4,williams,Williams,British,mansell,\N,Nigel,Mansell,1953-08-08,British,Nigel Mansell
6566,307,117,6,3,\N,W,26,0.0,\N,\N,\N,\N,20,ferrari,Ferrari,Italian,prost,\N,Alain,Prost,1955-02-24,French,Alain Prost
6575,308,102,1,1,1,1,1,10.0,\N,\N,\N,\N,1,mclaren,McLaren,British,senna,\N,Ayrton,Senna,1960-03-21,Brazilian,Ayrton Senna
6576,308,95,3,5,2,2,2,6.0,\N,\N,\N,\N,1,williams,Williams,British,mansell,\N,Nigel,Mansell,1953-08-08,British,Nigel Mansell
6579,308,117,6,7,5,5,5,2.0,\N,\N,\N,\N,11,ferrari,Ferrari,Italian,prost,\N,Alain,Prost,1955-02-24,French,Alain Prost
6600,308,137,22,4,\N,R,26,0.0,\N,\N,\N,\N,22,benetton,Benetton,Italian,piquet,\N,Nelson,Piquet,1952-08-17,Brazilian,Nelson Piquet
6609,309,137,22,8,1,1,1,10.0,\N,\N,\N,\N,1,benetton,Benetton,Italian,piquet,\N,Nelson,Piquet,1952-08-17,Brazilian,Nelson Piquet
6614,309,95,3,2,6,6,6,1.0,\N,\N,\N,\N,10,williams,Williams,British,mansell,\N,Nigel,Mansell,1953-08-08,British,Nigel Mansell
6625,309,117,6,4,\N,R,17,0.0,\N,\N,\N,\N,6,ferrari,Ferrari,Italian,prost,\N,Alain,Prost,1955-02-24,French,Alain Prost
6627,309,102,1,3,\N,R,19,0.0,\N,\N,\N,\N,91,mclaren,McLaren,British,senna,\N,Ayrton,Senna,1960-03-21,Brazilian,Ayrton Senna
6644,310,95,3,2,2,2,2,6.0,\N,\N,\N,\N,1,williams,Williams,British,mansell,\N,Nigel,Mansell,1953-08-08,British,Nigel Mansell
6645,310,102,1,3,3,3,3,4.0,\N,\N,\N,\N,1,mclaren,McLaren,British,senna,\N,Ayrton,Senna,1960-03-21,Brazilian,Ayrton Senna
6658,310,137,22,6,\N,R,16,0.0,\N,\N,\N,\N,67,benetton,Benetton,Italian,piquet,\N,Nelson,Piquet,1952-08-17,Brazilian,Nelson Piquet
6664,310,117,6,7,\N,R,22,0.0,\N,\N,\N,\N,91,ferrari,Ferrari,Italian,prost,\N,Alain,Prost,1955-02-24,French,Alain Prost
6677,311,95,3,4,1,1,1,10.0,\N,\N,\N,\N,1,williams,Williams,British,mansell,\N,Nigel,Mansell,1953-08-08,British,Nigel Mansell
6678,311,117,6,2,2,2,2,6.0,\N,\N,\N,\N,1,ferrari,Ferrari,Italian,prost,\N,Alain,Prost,1955-02-24,French,Alain Prost
6679,311,102,1,3,3,3,3,4.0,\N,\N,\N,\N,1,mclaren,McLaren,British,senna,\N,Ayrton,Senna,1960-03-21,Brazilian,Ayrton Senna
6684,311,137,22,7,8,8,8,0.0,\N,\N,\N,\N,12,benetton,Benetton,Italian,piquet,\N,Nelson,Piquet,1952-08-17,Brazilian,Nelson Piquet
6711,312,95,3,1,1,1,1,10.0,\N,\N,\N,\N,1,williams,Williams,British,mansell,\N,Nigel,Mansell,1953-08-08,British,Nigel Mansell
6713,312,117,6,5,3,3,3,4.0,\N,\N,\N,\N,1,ferrari,Ferrari,Italian,prost,\N,Alain,Prost,1955-02-24,French,Alain Prost
6714,312,102,1,2,4,4,4,3.0,\N,\N,\N,\N,60,mclaren,McLaren,British,senna,\N,Ayrton,Senna,1960-03-21,Brazilian,Ayrton Senna
6715,312,137,22,8,5,5,5,2.0,\N,\N,\N,\N,11,benetton,Benetton,Italian,piquet,\N,Nelson,Piquet,1952-08-17,Brazilian,Nelson Piquet
6745,313,95,3,1,1,1,1,10.0,\N,\N,\N,\N,1,williams,Williams,British,mansell,\N,Nigel,Mansell,1953-08-08,British,Nigel Mansell
6751,313,102,1,2,7,7,7,0.0,\N,\N,\N,\N,60,mclaren,McLaren,British,senna,\N,Ayrton,Senna,1960-03-21,Brazilian,Ayrton Senna
6758,313,117,6,5,\N,R,14,0.0,\N,\N,\N,\N,20,ferrari,Ferrari,Italian,prost,\N,Alain,Prost,1955-02-24,French,Alain Prost
6761,313,137,22,8,\N,R,17,0.0,\N,\N,\N,\N,5,benetton,Benetton,Italian,piquet,\N,Nelson,Piquet,1952-08-17,Brazilian,Nelson Piquet
6779,314,102,1,1,1,1,1,10.0,\N,\N,\N,\N,1,mclaren,McLaren,British,senna,\N,Ayrton,Senna,1960-03-21,Brazilian,Ayrton Senna
6780,314,95,3,3,2,2,2,6.0,\N,\N,\N,\N,1,williams,Williams,British,mansell,\N,Nigel,Mansell,1953-08-08,British,Nigel Mansell
6800,314,137,22,11,\N,R,22,0.0,\N,\N,\N,\N,6,benetton,Benetton,Italian,piquet,\N,Nelson,Piquet,1952-08-17,Brazilian,Nelson Piquet
6804,314,117,6,4,\N,R,26,0.0,\N,\N,\N,\N,5,ferrari,Ferrari,Italian,prost,\N,Alain,Prost,1955-02-24,French,Alain Prost
6813,315,102,1,1,1,1,1,10.0,\N,\N,\N,\N,1,mclaren,McLaren,British,senna,\N,Ayrton,Senna,1960-03-21,Brazilian,Ayrton Senna
6815,315,137,22,6,3,3,3,4.0,\N,\N,\N,\N,1,benetton,Benetton,Italian,piquet,\N,Nelson,Piquet,1952-08-17,Brazilian,Nelson Piquet
6832,315,95,3,3,\N,R,20,0.0,\N,\N,\N,\N,10,williams,Williams,British,mansell,\N,Nigel,Mansell,1953-08-08,British,Nigel Mansell
6836,315,117,6,2,\N,R,24,0.0,\N,\N,\N,\N,95,ferrari,Ferrari,Italian,prost,\N,Alain,Prost,1955-02-24,French,Alain Prost
6838,315,30,17,7,\N,R,26,0.0,\N,\N,\N,\N,8,jordan,Jordan,Irish,michael_schumacher,MSC,Michael,Schumacher,1969-01-03,German,Michael Schumacher
6847,316,95,3,2,1,1,1,10.0,\N,\N,\N,\N,1,williams,Williams,British,mansell,\N,Nigel,Mansell,1953-08-08,British,Nigel Mansell
6848,316,102,1,1,2,2,2,6.0,\N,\N,\N,\N,1,mclaren,McLaren,British,senna,\N,Ayrton,Senna,1960-03-21,Brazilian,Ayrton Senna
6849,316,117,6,5,3,3,3,4.0,\N,\N,\N,\N,1,ferrari,Ferrari,Italian,prost,\N,Alain,Prost,1955-02-24,French,Alain Prost
6851,316,30,22,7,5,5,5,2.0,\N,\N,\N,\N,1,benetton,Benetton,Italian,michael_schumacher,MSC,Michael,Schumacher,1969-01-03,German,Michael Schumacher
6852,316,137,22,8,6,6,6,1.0,\N,\N,\N,\N,1,benetton,Benetton,Italian,piquet,\N,Nelson,Piquet,1952-08-17,Brazilian,Nelson Piquet
6882,317,102,1,3,2,2,2,6.0,\N,\N,\N,\N,1,mclaren,McLaren,British,senna,\N,Ayrton,Senna,1960-03-21,Brazilian,Ayrton Senna
6885,317,137,22,11,5,5,5,2.0,\N,\N,\N,\N,1,benetton,Benetton,Italian,piquet,\N,Nelson,Piquet,1952-08-17,Brazilian,Nelson Piquet
6886,317,30,22,10,6,6,6,1.0,\N,\N,\N,\N,1,benetton,Benetton,Italian,michael_schumacher,MSC,Michael,Schumacher,1969-01-03,German,Michael Schumacher
6899,317,95,3,4,\N,D,19,0.0,\N,\N,\N,\N,2,williams,Williams,British,mansell,\N,Nigel,Mansell,1953-08-08,British,Nigel Mansell
6901,317,117,6,5,\N,R,21,0.0,\N,\N,\N,\N,5,ferrari,Ferrari,Italian,prost,\N,Alain,Prost,1955-02-24,French,Alain Prost
6915,318,95,3,2,1,1,1,10.0,\N,\N,\N,\N,1,williams,Williams,British,mansell,\N,Nigel,Mansell,1953-08-08,British,Nigel Mansell
6916,318,117,6,6,2,2,2,6.0,\N,\N,\N,\N,1,ferrari,Ferrari,Italian,prost,\N,Alain,Prost,1955-02-24,French,Alain Prost
6919,318,102,1,3,5,5,5,2.0,\N,\N,\N,\N,1,mclaren,McLaren,British,senna,\N,Ayrton,Senna,1960-03-21,Brazilian,Ayrton Senna
6920,318,30,22,5,6,6,6,1.0,\N,\N,\N,\N,1,benetton,Benetton,Italian,michael_schumacher,MSC,Michael,Schumacher,1969-01-03,German,Michael Schumacher
6925,318,137,22,10,11,11,11,0.0,\N,\N,\N,\N,12,benetton,Benetton,Italian,piquet,\N,Nelson,Piquet,1952-08-17,Brazilian,Nelson Piquet
6949,319,102,1,2,2,2,2,6.0,\N,\N,\N,\N,1,mclaren,McLaren,British,senna,\N,Ayrton,Senna,1960-03-21,Brazilian,Ayrton Senna
6951,319,117,6,4,4,4,4,3.0,\N,\N,\N,\N,1,ferrari,Ferrari,Italian,prost,\N,Alain,Prost,1955-02-24,French,Alain Prost
6954,319,137,22,10,7,7,7,0.0,\N,\N,\N,\N,11,benetton,Benetton,Italian,piquet,\N,Nelson,Piquet,1952-08-17,Brazilian,Nelson Piquet
6961,319,30,22,9,\N,R,14,0.0,\N,\N,\N,\N,5,benetton,Benetton,Italian,michael_schumacher,MSC,Michael,Schumacher,1969-01-03,German,Michael Schumacher
6966,319,95,3,3,\N,R,19,0.0,\N,\N,\N,\N,20,williams,Williams,British,mansell,\N,Nigel,Mansell,1953-08-08,British,Nigel Mansell
6980,320,102,1,1,1,1,1,5.0,\N,\N,\N,\N,1,mclaren,McLaren,British,senna,\N,Ayrton,Senna,1960-03-21,Brazilian,Ayrton Senna
6981,320,95,3,3,2,2,2,3.0,\N,\N,\N,\N,1,williams,Williams,British,mansell,\N,Nigel,Mansell,1953-08-08,British,Nigel Mansell
6983,320,137,22,5,4,4,4,1.5,\N,\N,\N,\N,1,benetton,Benetton,Italian,piquet,\N,Nelson,Piquet,1952-08-17,Brazilian,Nelson Piquet
